"DateTime","windcode","open","high","low","close","volume","amount","change","pctchange","begintime","endtime"
2019-05-22 10:26:00,000048.SZ,19.12,19.12,19.12,19.12,400,7648,0.02,0.001047,201905221026.951996,201905221026.951996
2019-05-22 10:27:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:28:00,000048.SZ,19.12,19.12,19.12,19.12,200,3824,0,0,201905221028.951996,201905221028.951996
2019-05-22 10:29:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:30:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:31:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:32:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:33:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:34:00,000048.SZ,19.02,19.02,19.02,19.02,6000,114120,-0.1,-0.00523,201905221034.951996,201905221034.951996
2019-05-22 10:35:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:36:00,000048.SZ,19,19,19,19,7200,136804,-0.02,-0.001051,201905221036.951996,201905221036.951996
2019-05-22 10:37:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:38:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:39:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:40:00,000048.SZ,19.06,19.06,19.06,19.06,100,1906,0.06,0.003158,201905221040.951996,201905221040.951996
2019-05-22 10:41:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:42:00,000048.SZ,NaN,NaN,NaN,NaN,0,0,0,0,197001010000,197001010000
2019-05-22 10:43:00,000048.SZ,19.1,19.1,19.1,19.1,5000,95457,0.04,0.002099,201905221043.951996,201905221043.951996
